avgMonthlyIncome,incomeCV,expenseRatio,emiRatio,avgMonthlyBalance,bounceCount,accountAgeMonths
41270.9,0.071,0.239,0.11,23525.37,0,69
57389.39,0.085,0.359,0.114,16125.25,0,106
61161.04,0.088,0.314,0.099,17917.52,0,119
38229.35,0.073,0.327,0.207,30516.58,0,118
41741.78,0.096,0.366,0.067,28544.59,0,53
53510.48,0.077,0.358,0.125,29840.74,0,59
41085.16,0.078,0.392,0.105,46798.94,0,103
41412.73,0.075,0.316,0.249,8377.94,0,101
38748.82,0.085,0.403,0.187,23845.95,0,48
59161.14,0.08,0.289,0.171,17147.17,0,108
38787.93,0.06,0.331,0.157,48126.5,0,58
42594.61,0.069,0.353,0.126,17996.93,0,118
48144.47,0.061,0.336,0.138,59139.87,0,65
57084.45,0.081,0.38,0.094,20519.85,0,50
38264.21,0.079,0.354,0.192,10288.64,1,48
59564.12,0.065,0.267,0.12,64402.21,0,120
54638.09,0.079,0.36,0.121,39742.38,0,54
49595.39,0.092,0.448,0.259,39449.67,0,116
39968.33,0.072,0.29,0.05,39237.05,1,52
55480.5,0.055,0.272,0.113,58949.46,0,75
62032.19,0.063,0.403,0.079,30489.93,1,48
40340.1,0.07,0.296,0.246,34104.03,0,60
38387.5,0.07,0.295,0.189,25667.0,0,61
61507.34,0.055,0.438,0.108,43436.63,0,65
57646.65,0.073,0.441,0.186,14152.6,0,78
40250.16,0.072,0.384,0.185,37771.59,0,91
44978.99,0.099,0.31,0.092,24388.33,0,87
61145.22,0.062,0.354,0.154,66531.68,0,110
40594.56,0.058,0.331,0.19,30391.11,0,49
45266.12,0.095,0.37,0.093,33366.25,0,115
45161.0,0.059,0.388,0.159,32693.45,0,103
57358.73,0.071,0.263,0.114,30767.11,0,55
38983.61,0.063,0.383,0.256,14473.39,0,79
57595.01,0.051,0.328,0.216,69432.08,0,107
40926.55,0.075,0.407,0.157,8863.56,0,77
38923.91,0.074,0.305,0.144,22127.38,0,99
38121.19,0.051,0.333,0.078,27357.54,0,80
39039.42,0.067,0.374,0.2,38471.13,0,103
40605.36,0.1,0.32,0.198,15304.27,0,71
41340.45,0.053,0.325,0.19,26056.13,1,50
50261.76,0.053,0.297,0.152,54244.5,1,74
46738.77,0.073,0.267,0.235,37075.65,0,59
61278.2,0.089,0.313,0.234,66123.69,0,97
56373.72,0.076,0.357,0.166,50282.49,0,104
41005.48,0.087,0.297,0.179,14484.95,0,56
61349.67,0.081,0.402,0.265,49356.49,0,84
61788.81,0.093,0.365,0.138,30957.32,0,87
41898.77,0.05,0.308,0.106,25517.41,0,59
41225.88,0.085,0.36,0.157,13056.13,1,56
40864.98,0.09,0.383,0.157,32038.14,0,120
46109.5,0.067,0.334,0.158,9194.85,0,112
57438.55,0.062,0.239,0.155,23391.56,0,78
41532.08,0.077,0.367,0.09,40154.78,0,74
47155.98,0.095,0.368,0.198,45395.99,0,72
50441.49,0.051,0.355,0.1,56954.49,0,69
38036.44,0.056,0.369,0.254,37179.84,0,94
46366.53,0.065,0.334,0.082,26852.61,0,100
38938.89,0.076,0.257,0.15,34311.66,0,105
43978.95,0.081,0.379,0.101,53562.59,0,72
40123.28,0.091,0.366,0.068,22288.55,0,58
58848.42,0.091,0.397,0.147,63765.74,0,109
58847.96,0.087,0.316,0.183,63586.52,0,62
57259.6,0.051,0.361,0.172,35834.87,1,95
39173.0,0.094,0.441,0.225,34239.0,0,52
60705.29,0.073,0.347,0.141,25020.35,0,81
57038.87,0.063,0.268,0.221,66117.13,0,92
62885.4,0.063,0.364,0.232,12857.05,0,101
55882.03,0.079,0.392,0.101,70380.67,0,76
61900.05,0.069,0.41,0.294,28184.71,0,116
41632.13,0.086,0.33,0.179,23500.91,0,83
49485.63,0.088,0.326,0.155,35186.38,0,58
57534.01,0.077,0.385,0.117,30656.68,0,59
38855.76,0.062,0.343,0.142,11728.34,0,79
62206.35,0.062,0.443,0.149,60202.92,0,107
38200.19,0.099,0.291,0.105,41185.24,0,101
49004.28,0.071,0.25,0.144,50957.28,0,88
59719.74,0.066,0.328,0.176,20408.02,0,72
40716.46,0.056,0.305,0.14,34111.79,0,56
44581.37,0.059,0.337,0.207,50768.94,0,86
40424.8,0.053,0.389,0.135,22245.15,0,114
58775.16,0.09,0.449,0.102,50714.57,0,118
48999.95,0.071,0.35,0.155,45599.49,0,48
59812.01,0.065,0.346,0.106,11796.7,0,87
41672.64,0.053,0.27,0.162,30063.2,1,104
42886.46,0.071,0.37,0.114,44165.6,0,110
40071.27,0.076,0.396,0.192,13908.28,0,52
57261.25,0.068,0.325,0.025,32737.01,0,95
60519.12,0.099,0.306,0.122,41542.25,0,119
50237.87,0.085,0.379,0.084,64828.09,0,78
38827.71,0.063,0.278,0.192,28413.95,0,56
57445.61,0.06,0.395,0.179,68862.32,0,50
47427.12,0.061,0.342,0.078,36227.63,0,71
52035.34,0.08,0.297,0.058,29126.11,0,78
62415.4,0.077,0.276,0.205,34561.48,0,57
58760.44,0.069,0.313,0.131,12863.58,0,59
38415.02,0.096,0.286,0.173,34656.11,0,59
40901.18,0.082,0.25,0.068,11244.62,0,90
62405.68,0.083,0.332,0.124,49953.68,0,70
38788.92,0.078,0.332,0.181,16226.08,0,91
48206.98,0.057,0.402,0.141,43504.64,0,88
38663.18,0.075,0.426,0.123,44624.47,1,96
40753.64,0.079,0.31,0.13,24786.98,0,64
40691.19,0.099,0.412,0.154,36770.95,0,99
56121.54,0.082,0.411,0.137,59262.7,0,89
42508.72,0.066,0.436,0.209,10786.97,0,107
39883.39,0.07,0.373,0.095,21214.05,0,119
57116.74,0.096,0.357,0.18,32901.92,0,63
60534.62,0.077,0.289,0.176,37219.05,0,99
39972.95,0.051,0.275,0.205,40232.27,0,76
58740.66,0.093,0.399,0.147,64412.34,0,81
57904.43,0.087,0.385,0.165,41626.78,0,73
42964.94,0.073,0.37,0.134,12685.05,1,70
41169.63,0.077,0.362,0.155,29471.73,0,57
59880.34,0.053,0.349,0.135,17151.09,0,93
40346.33,0.083,0.278,0.144,32580.34,0,101
41770.08,0.053,0.297,0.144,8971.47,0,54
40401.41,0.05,0.342,0.136,21932.72,0,69
59196.94,0.095,0.365,0.115,32360.69,0,102
54824.91,0.074,0.379,0.162,32164.79,0,68
43975.64,0.091,0.417,0.162,50416.71,0,55
38573.19,0.094,0.293,0.159,27135.66,0,91
39052.32,0.052,0.439,0.148,25071.7,0,48
55956.17,0.063,0.384,0.083,30613.5,0,89
38935.07,0.069,0.321,0.123,16968.36,0,102
62424.38,0.061,0.307,0.157,43518.6,0,107
62279.93,0.071,0.365,0.158,48044.03,0,92
57184.81,0.063,0.373,0.176,72253.25,1,88
42829.54,0.071,0.288,0.188,22208.03,0,50
44480.22,0.1,0.32,0.113,11473.89,0,49
60357.49,0.071,0.418,0.135,40867.33,0,112
42399.11,0.066,0.366,0.228,27483.4,1,74
58846.94,0.088,0.33,0.103,20814.02,0,105
40074.53,0.084,0.29,0.119,47064.76,0,94
38249.88,0.075,0.388,0.209,38076.86,0,65
53946.28,0.07,0.309,0.206,43699.88,0,64
56494.06,0.087,0.333,0.124,56867.89,0,73
59111.21,0.087,0.402,0.095,35054.26,0,88
56528.24,0.081,0.32,0.125,43521.67,0,99
59195.06,0.074,0.31,0.129,34723.77,0,84
41835.4,0.064,0.392,0.142,38786.2,0,51
56390.55,0.059,0.258,0.211,22305.07,0,117
44764.97,0.087,0.383,0.108,50823.52,0,75
45263.6,0.07,0.476,0.149,30123.14,0,54
38780.44,0.064,0.42,0.131,26664.48,0,64
62902.3,0.051,0.338,0.113,65638.56,0,106
39055.21,0.075,0.413,0.174,40352.14,0,114
46188.0,0.069,0.375,0.182,56979.24,0,97
60747.57,0.091,0.331,0.176,21448.17,1,50
60883.78,0.082,0.404,0.121,34051.36,0,112
52815.84,0.078,0.394,0.147,33206.03,0,94
38689.86,0.092,0.308,0.16,35879.03,0,99
40511.0,0.091,0.341,0.151,29972.16,0,93
40317.37,0.084,0.421,0.102,37513.0,0,54
61278.31,0.071,0.4,0.1,37252.98,0,92
39903.59,0.094,0.31,0.17,29939.28,0,103
60096.57,0.076,0.332,0.113,69799.32,1,104
60322.01,0.081,0.372,0.147,29408.34,0,89
60882.51,0.058,0.402,0.218,21375.58,0,118
53258.2,0.088,0.371,0.186,43875.1,0,68
60690.67,0.059,0.305,0.147,39151.84,0,73
56437.01,0.061,0.297,0.181,35805.78,0,66
39417.34,0.071,0.428,0.176,13135.91,0,105
39978.11,0.081,0.43,0.234,29257.34,0,58
44913.11,0.072,0.341,0.204,41074.51,0,120
61782.13,0.057,0.422,0.193,24137.39,0,73
46683.92,0.06,0.328,0.196,22100.52,1,94
39542.45,0.062,0.377,0.149,22054.0,0,116
61986.43,0.067,0.338,0.117,28373.71,0,96
58891.55,0.067,0.393,0.219,49535.5,0,82
60796.47,0.08,0.39,0.103,50402.93,0,81
40099.88,0.078,0.362,0.073,22282.81,0,53
48043.73,0.098,0.405,0.092,51289.07,0,90
41539.01,0.098,0.464,0.216,28793.73,0,102
57293.36,0.065,0.255,0.115,29753.36,0,120
62959.73,0.088,0.403,0.176,63456.82,0,92
43922.06,0.06,0.365,0.092,45880.28,1,69
40709.72,0.055,0.345,0.214,16168.35,0,62
58337.33,0.097,0.328,0.141,63458.6,0,78
57334.9,0.097,0.399,0.144,15937.62,0,82
55247.3,0.067,0.324,0.178,18004.33,1,110
41244.22,0.076,0.426,0.154,16262.26,0,78
40910.73,0.069,0.338,0.214,43074.42,1,60
54522.0,0.071,0.371,0.081,60884.53,0,54
49488.22,0.092,0.329,0.088,35120.22,0,51
47132.59,0.087,0.327,0.151,14564.71,0,103
62742.93,0.052,0.322,0.11,28565.76,0,74
57168.1,0.085,0.373,0.164,62766.06,0,74
41942.64,0.065,0.408,0.102,26123.21,0,119
59540.19,0.071,0.397,0.133,13947.27,1,95
58158.64,0.072,0.28,0.14,29104.64,0,57
40154.05,0.065,0.351,0.12,33618.02,0,64
59169.41,0.093,0.337,0.087,56808.47,0,70
61638.88,0.096,0.282,0.12,64298.8,0,108
53073.1,0.092,0.328,0.152,28717.18,0,101
52517.48,0.064,0.235,0.113,33060.47,1,97
57568.98,0.068,0.351,0.176,60115.49,0,103
49133.76,0.098,0.357,0.137,16442.7,0,90
62085.6,0.053,0.232,0.243,47061.38,0,81
38030.36,0.07,0.328,0.17,18752.88,0,58
41454.24,0.06,0.243,0.153,31663.96,0,54
59208.33,0.1,0.243,0.1,69443.11,0,88
60688.47,0.051,0.44,0.114,30248.97,0,105
53293.67,0.078,0.26,0.138,55402.36,0,118
51361.45,0.085,0.436,0.18,60980.04,0,105
51250.56,0.065,0.392,0.129,41570.25,0,55
38514.88,0.063,0.325,0.133,39044.96,1,66
57679.72,0.073,0.309,0.168,62698.33,0,119
52492.86,0.087,0.298,0.119,25802.87,0,102
61291.26,0.094,0.302,0.15,54450.99,0,78
49550.2,0.067,0.311,0.136,24918.22,0,76
57046.13,0.078,0.361,0.207,51415.21,0,73
61260.53,0.05,0.265,0.173,24011.27,0,96
41787.6,0.055,0.337,0.164,8564.85,1,72
53368.46,0.072,0.368,0.133,52865.05,0,82
51340.06,0.078,0.331,0.183,41455.42,1,82
39870.94,0.053,0.273,0.063,31513.08,0,88
44504.84,0.096,0.335,0.141,10381.78,0,62
41642.41,0.091,0.45,0.122,13262.81,0,73
61257.25,0.065,0.406,0.189,13726.72,0,115
38731.82,0.091,0.307,0.201,31012.57,0,90
57211.8,0.06,0.301,0.238,43361.07,0,95
53558.64,0.085,0.391,0.108,52125.95,0,95
42859.13,0.084,0.333,0.108,31815.01,0,74
58656.76,0.076,0.32,0.106,26950.65,0,117
41936.98,0.082,0.349,0.074,36695.3,0,77
40351.19,0.099,0.424,0.143,48088.96,0,56
39718.21,0.095,0.36,0.11,24503.09,0,108
61213.9,0.08,0.378,0.205,45844.0,1,86
48660.64,0.086,0.316,0.22,38140.42,0,93
40664.17,0.079,0.308,0.169,10139.63,0,111
39684.03,0.057,0.424,0.191,33858.85,0,72
39275.19,0.052,0.367,0.102,50235.05,0,87
38873.77,0.068,0.423,0.172,27181.49,0,115
39313.68,0.09,0.312,0.235,32671.84,0,80
40114.95,0.076,0.296,0.122,13284.93,0,83
54282.68,0.096,0.329,0.179,10193.67,0,111
57093.69,0.078,0.375,0.152,62136.79,0,74
45163.13,0.056,0.356,0.198,52624.93,0,97
38058.31,0.077,0.383,0.107,16972.48,0,115
39365.52,0.089,0.313,0.144,16392.45,1,115
62102.66,0.054,0.399,0.154,21441.96,0,102
57947.42,0.07,0.406,0.137,30660.77,0,120
42359.98,0.065,0.423,0.19,23187.04,0,73
47529.99,0.096,0.405,0.091,31319.45,0,58
42328.54,0.09,0.311,0.09,17904.72,0,96
61102.56,0.097,0.447,0.137,24593.77,0,92
57681.88,0.067,0.319,0.175,43044.58,0,97
40105.16,0.072,0.372,0.153,13971.57,0,50
59897.87,0.077,0.308,0.137,14750.08,0,109
58250.53,0.096,0.264,0.109,12487.88,0,49
53007.33,0.09,0.385,0.2,17528.21,0,115
52431.99,0.059,0.319,0.187,22590.55,0,107
50857.34,0.09,0.413,0.163,21881.98,1,74
53560.15,0.058,0.362,0.133,64600.91,0,115
59532.54,0.05,0.398,0.099,63432.98,0,51
59036.01,0.061,0.275,0.106,24509.56,0,60
40464.24,0.095,0.349,0.137,9236.8,1,114
41796.18,0.067,0.351,0.142,14813.35,0,101
47664.05,0.074,0.388,0.202,30151.91,0,75
40989.59,0.092,0.316,0.182,16880.1,0,57
62958.23,0.058,0.451,0.098,25612.34,0,82
62797.58,0.061,0.386,0.14,32138.4,0,108
62497.6,0.079,0.289,0.118,44740.25,0,64
56067.71,0.084,0.326,0.178,48101.12,0,75
45442.01,0.066,0.451,0.117,46974.22,0,63
62104.93,0.085,0.406,0.145,44402.9,0,54
61566.2,0.067,0.263,0.041,46361.38,0,92
47305.72,0.089,0.281,0.254,11003.62,0,106
48377.92,0.092,0.401,0.099,36462.75,0,66
61714.2,0.096,0.446,0.184,16861.57,0,49
39284.56,0.059,0.295,0.128,23404.94,0,115
42715.39,0.068,0.31,0.155,11988.0,0,110
40513.03,0.066,0.324,0.18,35851.35,0,59
58580.62,0.063,0.255,0.105,68536.21,0,78
60562.29,0.09,0.292,0.174,29231.16,0,68
47565.17,0.083,0.339,0.211,48248.41,0,62
57542.12,0.075,0.293,0.187,55538.26,0,78
58540.05,0.055,0.301,0.159,31090.39,0,82
59892.34,0.09,0.271,0.16,27192.22,0,116
59079.22,0.053,0.415,0.044,59022.28,0,85
60506.49,0.055,0.328,0.112,37134.12,0,70
57047.17,0.07,0.325,0.081,65550.97,1,48
38528.42,0.076,0.385,0.21,13981.78,0,84
41055.87,0.093,0.33,0.111,27873.4,0,86
39768.74,0.098,0.322,0.195,29654.62,0,79
53558.85,0.086,0.349,0.185,16875.63,2,103
60637.33,0.053,0.363,0.157,36725.32,0,76
40701.53,0.052,0.335,0.217,44608.2,0,65
39216.91,0.061,0.328,0.247,25513.99,0,90
60795.39,0.098,0.225,0.077,13775.23,0,106
57844.4,0.061,0.365,0.208,23167.91,1,84
59816.69,0.079,0.416,0.039,55552.54,0,52
60314.06,0.05,0.395,0.11,28715.42,0,57
47033.14,0.063,0.322,0.174,48898.74,1,103
58383.36,0.07,0.358,0.083,68169.23,0,105
57490.54,0.092,0.313,0.101,26657.12,0,111
48942.59,0.082,0.385,0.068,58484.85,0,98
39948.39,0.088,0.342,0.13,46718.07,0,56
62291.41,0.057,0.33,0.228,43093.87,0,104
54545.2,0.076,0.374,0.164,19516.71,0,51
62298.08,0.069,0.373,0.213,30452.42,0,79
43389.39,0.091,0.321,0.134,44521.46,0,91
40678.7,0.077,0.408,0.143,31874.89,1,87
58780.53,0.089,0.375,0.209,52227.02,0,91
39326.92,0.061,0.34,0.074,36575.53,0,58
53046.73,0.074,0.377,0.189,44742.57,0,82
55242.66,0.053,0.342,0.144,56132.69,0,60
39944.7,0.08,0.395,0.142,31553.59,0,52
62966.88,0.057,0.335,0.176,31739.04,0,120
60494.45,0.059,0.372,0.159,30605.89,0,89
58803.69,0.054,0.344,0.107,23423.03,0,59
60280.49,0.059,0.385,0.051,13937.65,0,70
51149.26,0.081,0.324,0.149,31002.65,0,114
39542.98,0.096,0.335,0.211,35711.14,0,100
49433.52,0.097,0.367,0.193,31073.62,0,92
55243.59,0.071,0.425,0.149,31419.12,1,86
41872.23,0.064,0.285,0.143,26665.52,0,77
38334.22,0.077,0.432,0.199,15949.28,0,113
41879.84,0.075,0.336,0.135,35675.51,0,113
62253.2,0.094,0.37,0.249,68890.05,1,66
55898.12,0.074,0.276,0.193,48950.44,0,61
62273.49,0.083,0.282,0.146,47302.26,0,111
61615.36,0.098,0.323,0.096,51498.71,0,72
41326.04,0.086,0.325,0.126,24108.19,0,68
59903.49,0.082,0.347,0.202,49771.83,0,73
61585.68,0.06,0.44,0.301,19796.76,0,111
51904.89,0.081,0.395,0.19,43408.98,0,60
59982.84,0.081,0.408,0.155,38957.06,1,77
57845.64,0.077,0.42,0.077,67346.37,0,48
60780.82,0.077,0.363,0.105,45564.12,0,113
58385.62,0.069,0.293,0.143,61394.06,0,80
52797.94,0.077,0.354,0.095,40994.35,0,66
38493.95,0.058,0.33,0.114,19228.68,0,96
41448.93,0.064,0.445,0.196,54427.18,0,112
39766.7,0.065,0.366,0.165,34372.48,1,92
46128.7,0.06,0.37,0.142,24456.37,0,80
58022.91,0.076,0.33,0.101,18084.89,0,60
61022.84,0.092,0.292,0.097,61885.28,1,67
41832.12,0.058,0.308,0.136,9984.01,0,97
46176.29,0.071,0.412,0.083,37451.65,0,56
40347.05,0.061,0.341,0.046,12852.52,0,96
58123.58,0.052,0.379,0.145,58651.3,0,61
41983.98,0.068,0.3,0.095,40284.8,0,59
59640.1,0.072,0.334,0.136,60165.25,0,75
60979.66,0.077,0.449,0.18,16551.86,0,70
61362.02,0.071,0.381,0.164,19459.26,0,48
46178.31,0.093,0.393,0.214,16629.55,0,73
58418.33,0.087,0.275,0.117,42205.1,0,102
46509.2,0.089,0.326,0.159,48694.72,0,105
44662.92,0.07,0.339,0.183,39757.51,0,76
41636.89,0.076,0.337,0.132,12469.03,0,81
46345.68,0.073,0.454,0.193,32989.97,0,100
39286.31,0.062,0.327,0.0,33098.55,1,65
46601.14,0.055,0.374,0.084,11118.14,0,63
62792.78,0.058,0.432,0.14,55757.72,0,73
51073.63,0.084,0.372,0.107,55013.3,0,91
40331.7,0.088,0.414,0.139,12416.27,0,74
48201.28,0.08,0.32,0.148,12263.31,0,113
51629.97,0.099,0.415,0.189,44713.83,0,97
38533.15,0.06,0.289,0.144,46396.88,0,52
38819.34,0.075,0.261,0.141,44673.45,0,61
40019.92,0.064,0.315,0.099,20211.19,0,105
41872.04,0.07,0.314,0.172,15328.9,0,75
41823.66,0.083,0.323,0.186,26949.56,0,91
62652.34,0.084,0.379,0.237,44370.17,0,86
57072.19,0.083,0.331,0.074,20529.51,0,72
62777.81,0.082,0.374,0.18,64866.81,0,110
59681.69,0.087,0.388,0.091,73163.68,0,76
39959.73,0.099,0.312,0.15,33403.25,1,54
42906.37,0.077,0.382,0.18,17220.36,0,112
61057.34,0.099,0.375,0.105,17267.11,0,53
40120.04,0.053,0.416,0.11,41572.84,1,68
51934.17,0.067,0.385,0.077,33444.5,0,112
39962.99,0.071,0.36,0.176,42763.78,0,98
44605.53,0.081,0.329,0.26,11624.76,0,49
40605.59,0.055,0.272,0.17,37793.66,0,72
49821.51,0.066,0.338,0.122,39395.07,0,81
40974.19,0.064,0.381,0.012,41976.44,0,53
62502.15,0.064,0.319,0.175,23032.38,0,51
52075.91,0.051,0.373,0.183,37963.02,0,118
60942.19,0.062,0.381,0.074,61087.84,0,101
61617.14,0.068,0.281,0.02,59259.62,0,99
60710.95,0.075,0.384,0.152,30600.58,0,106
39341.7,0.094,0.395,0.23,18733.28,0,48
57555.56,0.063,0.323,0.192,39927.1,0,84
39251.09,0.065,0.507,0.153,17160.53,0,101
43620.44,0.096,0.286,0.099,13021.0,0,84
40380.97,0.069,0.304,0.171,12003.88,0,91
58456.16,0.068,0.306,0.175,41283.55,0,91
57007.31,0.083,0.37,0.105,55889.32,2,51
39519.12,0.072,0.348,0.082,30072.89,0,95
51417.12,0.09,0.349,0.185,34011.82,0,55
60314.08,0.081,0.32,0.185,21308.02,0,78
59463.11,0.055,0.331,0.111,40985.31,0,50
45617.86,0.068,0.319,0.134,31753.59,0,103
55803.18,0.072,0.31,0.201,44826.33,1,49
46200.4,0.091,0.378,0.185,40582.35,0,106
61344.56,0.056,0.457,0.109,49011.93,0,72
53819.86,0.08,0.331,0.031,51055.48,0,83
44914.4,0.075,0.35,0.112,15602.32,0,94
39675.01,0.087,0.389,0.124,43889.71,0,92
43273.99,0.097,0.387,0.185,30780.55,0,98
39878.97,0.086,0.479,0.163,29835.07,0,71
59215.64,0.097,0.284,0.119,64981.49,0,103
38690.58,0.078,0.438,0.241,14451.82,0,94
57087.84,0.075,0.416,0.221,15584.39,0,62
40166.23,0.059,0.399,0.208,25183.52,0,79
38483.94,0.08,0.432,0.135,37934.11,0,111
38626.4,0.089,0.331,0.176,21252.52,0,108
41322.78,0.061,0.445,0.103,10242.07,0,72
49469.75,0.057,0.413,0.273,40852.6,0,65
59226.28,0.064,0.405,0.149,32115.1,0,61
58046.26,0.094,0.298,0.079,48810.48,0,50
39329.73,0.051,0.387,0.158,8361.37,0,119
46190.02,0.089,0.417,0.162,45079.91,0,102
40257.93,0.06,0.42,0.165,16507.71,0,52
58292.86,0.098,0.243,0.149,27078.33,1,94
57897.35,0.075,0.432,0.272,44073.82,0,80
56086.12,0.086,0.439,0.117,63656.26,0,77
40391.95,0.087,0.398,0.195,17197.03,0,117
57699.29,0.053,0.373,0.192,35299.13,1,54
57106.95,0.064,0.31,0.265,19015.78,0,65
58758.47,0.099,0.367,0.044,43540.69,0,112
38021.59,0.094,0.34,0.053,32695.98,0,102
38531.72,0.051,0.375,0.145,39526.12,0,82
59650.19,0.086,0.383,0.146,14412.96,0,61
52356.69,0.097,0.311,0.159,31635.86,0,84
62366.37,0.056,0.268,0.141,52713.2,0,53
60057.73,0.091,0.32,0.072,60497.85,0,101
39495.09,0.09,0.356,0.13,35786.04,1,71
44432.63,0.064,0.33,0.128,31261.98,0,66
41499.96,0.057,0.385,0.09,10121.95,0,104
58637.82,0.09,0.334,0.191,57695.49,0,66
43649.1,0.073,0.32,0.151,18636.09,0,119
51421.91,0.069,0.347,0.195,40209.06,0,70
62806.21,0.075,0.397,0.05,20743.75,0,66
60201.24,0.09,0.271,0.142,71508.0,0,102
44746.56,0.07,0.377,0.109,42410.3,0,66
62075.97,0.086,0.408,0.092,48253.69,0,116
40540.42,0.077,0.39,0.171,21737.51,0,110
57297.36,0.096,0.378,0.158,28492.14,0,49
49244.55,0.065,0.303,0.094,22182.9,0,99
59685.46,0.061,0.32,0.183,54579.38,1,54
59721.68,0.063,0.377,0.184,24448.0,0,95
44722.27,0.056,0.34,0.161,42491.81,0,105
43574.37,0.051,0.331,0.275,15811.46,0,53
61259.87,0.069,0.298,0.214,34353.75,0,101
54760.21,0.095,0.361,0.181,64822.56,0,56
59589.98,0.057,0.379,0.067,12673.38,0,88
57792.34,0.086,0.28,0.184,60591.43,0,76
40408.49,0.058,0.291,0.136,43155.46,0,90
56257.62,0.094,0.327,0.21,35112.2,0,88
53392.45,0.062,0.375,0.079,42426.33,0,71
41097.49,0.091,0.322,0.029,9671.19,0,57
58264.81,0.068,0.398,0.13,52394.89,0,49
56300.35,0.06,0.342,0.162,18026.56,0,104
57594.87,0.087,0.326,0.149,15313.33,0,82
60779.1,0.078,0.375,0.267,30407.47,0,90
59479.07,0.068,0.357,0.202,37583.51,0,90
52437.18,0.087,0.342,0.092,35817.97,0,72
61316.63,0.072,0.373,0.215,66286.4,0,90
51996.65,0.099,0.396,0.108,40152.27,0,56
40109.68,0.063,0.441,0.205,44329.51,0,51
48207.19,0.061,0.403,0.093,50477.53,0,71
38665.68,0.06,0.415,0.195,21621.79,1,67
41922.49,0.093,0.387,0.143,22014.66,0,93
57262.94,0.06,0.333,0.121,43105.77,0,66
41350.98,0.076,0.267,0.129,37363.38,0,59
50397.1,0.064,0.281,0.076,33425.69,0,87
40632.01,0.073,0.402,0.187,19524.65,0,79
40961.04,0.055,0.352,0.18,43169.86,0,60
53967.89,0.098,0.309,0.119,38359.07,0,95
58946.64,0.058,0.329,0.133,28440.03,0,54
41919.86,0.067,0.369,0.152,10964.41,1,78
59171.76,0.07,0.344,0.254,18327.84,1,76
39286.67,0.057,0.43,0.146,22866.62,1,65
57621.88,0.061,0.415,0.154,50454.51,0,82
39588.08,0.093,0.42,0.17,39173.01,0,107
59240.34,0.076,0.348,0.142,47646.52,0,111
50011.33,0.054,0.51,0.094,51668.22,0,118
47963.18,0.08,0.341,0.157,48418.94,0,117
54237.15,0.093,0.391,0.143,56209.18,0,113
59359.25,0.09,0.381,0.197,49466.33,0,60
57691.87,0.077,0.297,0.126,34487.52,0,79
53975.58,0.092,0.384,0.221,64754.21,1,107
50614.44,0.085,0.382,0.165,18581.99,0,80
54058.73,0.052,0.244,0.134,24658.24,0,79
47584.6,0.055,0.401,0.099,23122.11,1,70
41029.03,0.06,0.329,0.094,25622.54,0,92
59184.1,0.067,0.279,0.152,71441.98,0,61
46879.18,0.052,0.235,0.078,23709.7,1,115
40693.21,0.1,0.3,0.141,25026.07,0,71
57985.27,0.09,0.305,0.189,23116.02,1,106
62061.2,0.089,0.284,0.138,56350.21,0,120
53237.37,0.082,0.378,0.117,20276.23,1,51
62762.66,0.087,0.359,0.148,40277.07,1,72
52824.9,0.075,0.512,0.232,23934.15,0,79
54507.57,0.083,0.344,0.136,26060.78,0,50
39846.85,0.072,0.316,0.171,13533.58,0,103
57115.98,0.055,0.355,0.129,36555.65,0,93
40978.0,0.088,0.363,0.184,26878.31,0,62
57128.97,0.091,0.377,0.17,37927.18,0,103
57917.31,0.078,0.438,0.157,13563.69,0,96
60280.49,0.096,0.307,0.155,69668.34,0,100
62965.91,0.052,0.357,0.142,62381.11,0,48
60458.38,0.051,0.408,0.181,70651.43,1,85
39323.34,0.054,0.279,0.015,15930.72,0,83
60638.96,0.068,0.303,0.099,38641.71,0,75
39635.96,0.061,0.349,0.183,19653.74,0,55
40924.32,0.078,0.401,0.096,27599.47,0,105
40833.27,0.095,0.331,0.151,41050.05,0,107
40742.0,0.067,0.409,0.157,40849.22,0,118
60714.6,0.077,0.313,0.146,65449.99,0,54
58613.15,0.078,0.337,0.042,62394.91,0,100
45194.54,0.097,0.35,0.15,39846.13,0,97
58063.95,0.087,0.299,0.066,67176.72,0,58
62142.24,0.087,0.362,0.168,31187.31,0,120
58876.01,0.067,0.308,0.182,72341.49,0,81
58528.13,0.072,0.344,0.156,71095.02,0,82
39728.67,0.067,0.448,0.051,42265.29,0,55
40100.34,0.068,0.323,0.131,46086.74,1,57
41024.64,0.066,0.38,0.078,25456.55,0,113
40068.57,0.087,0.357,0.174,16543.06,0,51
41097.02,0.073,0.318,0.146,32987.05,0,103
46863.91,0.082,0.32,0.173,40273.15,0,88
60601.29,0.051,0.445,0.12,20239.85,0,54
40459.29,0.067,0.268,0.117,16773.81,0,83
44716.7,0.095,0.326,0.05,11515.99,0,55
57521.56,0.092,0.334,0.149,27218.41,0,84
42013.47,0.066,0.341,0.187,41608.99,0,93
41026.31,0.096,0.361,0.232,21128.25,0,120
58907.68,0.094,0.357,0.213,21389.76,0,57
38980.14,0.054,0.428,0.173,47230.84,0,66
39662.7,0.089,0.295,0.173,16433.22,0,60
45658.53,0.078,0.376,0.118,9557.16,0,104
40415.77,0.096,0.339,0.16,41701.71,0,71
