avgMonthlyIncome,incomeCV,expenseRatio,emiRatio,avgMonthlyBalance,bounceCount,accountAgeMonths,RuleBasedCreditScore
798817.65,1.042,0.339,0.099,345497.3,0,8,674
561387.61,0.919,0.344,0.051,438872.53,0,6,624
427522.22,0.857,0.339,0.027,293863.61,0,16,641
476875.48,0.885,0.338,0.001,558223.91,0,9,641
793827.53,0.88,0.292,0.112,839007.2,0,21,682
745649.31,1.107,0.351,0.161,545009.98,0,18,684
397612.97,0.814,0.414,0.01,315648.11,1,10,596
504050.9,1.079,0.361,0.059,198416.5,0,16,713
431148.09,0.922,0.358,0.0,372147.19,0,23,700
790834.61,0.932,0.328,0.136,649686.91,0,31,732
636826.91,1.074,0.33,0.069,573123.65,0,24,717
535657.66,1.086,0.468,0.124,365192.8,0,28,777
612859.45,0.82,0.388,0.166,178542.96,0,35,725
418464.55,1.049,0.256,0.073,440188.66,0,21,705
432515.72,1.124,0.358,0.068,441664.86,0,10,625
227039.09,0.982,0.325,0.185,48757.25,0,7,598
895498.99,1.004,0.314,0.085,905696.95,0,32,714
618952.73,1.049,0.354,0.078,232491.77,0,36,726
567950.39,1.035,0.391,0.085,489878.56,0,22,752
368122.63,1.046,0.376,0.064,74380.81,0,8,648
770895.99,0.947,0.437,0.129,882442.31,0,11,641
813671.1,0.855,0.26,0.158,180902.51,0,22,774
354910.89,1.016,0.333,0.231,328175.77,0,32,761
654639.94,0.86,0.314,0.0,539596.5,0,20,748
489788.44,0.962,0.342,0.098,331793.82,0,36,702
566557.24,0.81,0.31,0.141,231265.16,0,18,706
561635.41,1.015,0.315,0.199,181327.47,0,22,710
924196.65,1.105,0.348,0.071,364977.98,0,6,588
618949.84,1.022,0.281,0.096,804545.16,0,20,706
540379.29,1.143,0.422,0.097,547915.57,0,9,643
686625.75,1.168,0.295,0.03,740855.66,0,18,706
554994.86,0.892,0.253,0.063,283077.86,0,20,714
418231.26,0.912,0.322,0.134,341888.46,1,13,668
275953.34,1.143,0.359,0.209,62061.37,0,12,725
664022.74,1.175,0.3,0.178,190958.05,0,12,711
596428.81,0.862,0.324,0.127,225599.1,0,31,689
559940.85,1.103,0.419,0.111,493025.28,0,6,660
558133.55,0.825,0.37,0.239,572769.27,0,6,682
953595.26,1.164,0.399,0.102,465935.61,0,15,754
376327.14,0.971,0.286,0.028,371477.01,0,28,731
343487.62,1.152,0.425,0.123,358524.96,0,20,746
516154.77,0.94,0.238,0.141,599469.41,0,35,691
207176.55,1.073,0.346,0.096,251931.79,0,13,708
504244.57,1.048,0.34,0.119,95756.74,0,24,703
294110.58,0.808,0.317,0.163,167556.11,0,13,712
500371.02,0.818,0.301,0.098,460473.95,2,11,512
530953.93,0.937,0.431,0.134,393039.98,0,36,686
492905.63,1.197,0.282,0.17,441935.45,1,13,598
974672.42,1.169,0.26,0.096,820372.71,0,14,650
570291.65,0.897,0.363,0.179,472386.61,0,11,675
468796.41,0.873,0.437,0.073,593289.48,1,30,707
480284.09,0.911,0.349,0.18,115438.9,0,6,580
512947.01,1.044,0.41,0.074,389319.11,0,23,723
542873.59,1.013,0.357,0.046,183561.36,0,15,686
670121.91,0.985,0.29,0.093,733418.25,0,20,673
464464.23,0.929,0.268,0.154,398026.16,0,24,692
821280.63,1.031,0.26,0.118,599674.36,1,23,625
826546.23,0.96,0.314,0.134,277881.74,0,24,691
530722.93,1.014,0.39,0.065,422839.07,0,33,653
386952.87,0.914,0.412,0.015,378531.66,0,10,626
464540.62,0.901,0.369,0.086,141643.4,0,19,766
401032.76,1.13,0.375,0.027,347221.33,1,27,614
734191.29,1.093,0.275,0.168,418406.27,1,30,664
429845.54,0.881,0.406,0.162,249286.45,0,21,721
546018.42,0.956,0.332,0.129,207422.25,0,35,748
379397.14,0.825,0.261,0.093,424593.11,0,12,754
499196.93,0.89,0.402,0.138,192896.49,0,25,748
366046.93,1.095,0.25,0.091,455088.27,0,27,676
628691.01,1.158,0.402,0.036,235081.27,0,14,746
438483.72,0.846,0.448,0.0,111608.18,0,11,636
538965.97,1.183,0.382,0.056,451734.45,0,7,662
499681.71,1.196,0.385,0.085,629477.19,0,12,726
1011034.37,0.858,0.368,0.087,599435.58,0,32,682
358733.86,1.064,0.365,0.006,210102.57,0,13,671
462380.67,0.929,0.343,0.174,472016.57,0,24,636
765950.5,0.947,0.321,0.114,770632.46,0,34,709
901024.03,1.198,0.357,0.125,793564.79,0,35,775
497475.24,0.864,0.334,0.024,553715.92,0,28,716
320214.37,1.167,0.365,0.119,350282.06,0,6,641
384630.81,1.152,0.304,0.092,259047.05,0,21,728
381700.9,1.09,0.393,0.113,149362.12,0,23,715
654802.82,0.981,0.355,0.004,705058.63,0,27,706
774401.21,0.943,0.264,0.105,147331.84,0,24,668
843278.09,1.158,0.454,0.063,657722.77,0,35,719
777566.96,1.044,0.392,0.105,217060.01,0,23,759
339269.19,1.101,0.421,0.0,92707.82,0,14,680
541867.65,1.156,0.36,0.166,469796.76,0,18,765
620160.86,0.946,0.422,0.104,520687.07,0,22,664
574974.73,0.909,0.306,0.147,315590.28,0,34,746
312335.27,1.098,0.308,0.124,305596.21,0,9,641
746138.11,0.926,0.368,0.096,579219.74,1,9,610
387226.41,0.995,0.405,0.174,117307.58,0,12,640
635932.24,1.076,0.334,0.171,146870.22,0,9,686
639530.0,1.032,0.368,0.117,520883.32,0,33,721
455484.48,0.968,0.405,0.14,489771.5,0,23,730
694813.39,0.803,0.315,0.106,441628.04,0,35,725
1039969.76,0.924,0.299,0.204,337012.14,0,31,718
414398.23,0.811,0.361,0.09,132277.31,0,12,715
308297.15,0.945,0.361,0.067,123783.71,0,7,631
439916.77,1.001,0.322,0.062,439726.32,0,18,622
547628.07,0.96,0.346,0.057,271222.88,1,23,625
303720.42,1.101,0.322,0.114,350375.44,0,28,725
524207.77,1.114,0.379,0.109,143706.98,1,19,680
635646.65,1.029,0.21,0.091,688551.3,0,18,720
363945.53,1.134,0.387,0.159,355211.7,0,29,792
410811.77,0.836,0.417,0.04,509530.49,0,9,608
330961.01,1.187,0.343,0.103,318490.73,0,10,642
622081.74,0.934,0.409,0.076,688449.55,0,22,674
631259.88,1.099,0.354,0.09,675144.29,0,21,690
775083.14,0.961,0.331,0.024,721367.55,1,9,577
786386.18,0.828,0.365,0.135,405290.37,0,23,681
402700.31,0.811,0.346,0.106,302288.73,0,18,737
761697.17,0.815,0.349,0.14,331576.39,0,9,658
640953.61,0.923,0.353,0.11,141683.31,0,7,638
587105.53,0.876,0.405,0.028,471719.07,0,11,620
622312.26,0.816,0.376,0.141,370532.55,0,6,677
749552.01,1.111,0.262,0.079,599409.52,0,17,724
431088.97,1.054,0.277,0.031,468426.99,0,8,682
616426.68,1.071,0.288,0.092,569340.51,0,24,708
632152.1,0.875,0.341,0.197,613894.68,0,31,756
379080.24,0.856,0.37,0.083,389157.4,0,32,723
529228.39,1.029,0.27,0.16,668233.2,0,11,632
434219.96,0.909,0.305,0.108,399854.95,0,29,707
528344.14,1.047,0.284,0.044,97665.67,0,24,753
436894.9,0.99,0.331,0.111,336348.6,1,15,635
499191.73,1.199,0.384,0.17,199513.9,0,33,709
996854.41,0.827,0.429,0.153,430462.87,0,29,711
329703.54,1.162,0.332,0.052,336788.06,0,6,625
673290.73,1.179,0.297,0.172,466668.13,0,34,712
630515.12,0.843,0.297,0.056,291384.02,0,24,679
268828.91,1.046,0.393,0.084,314079.09,1,28,719
825523.77,1.101,0.436,0.034,890274.93,0,24,720
712311.92,1.091,0.277,0.209,148880.29,0,27,771
641123.98,0.973,0.323,0.105,290953.5,0,25,748
594180.44,0.928,0.2,0.109,602491.82,0,22,709
719330.62,1.028,0.313,0.172,169063.27,0,25,744
668789.76,1.085,0.385,0.108,309338.74,0,8,625
594488.9,1.016,0.318,0.074,216411.09,0,11,620
322202.91,1.17,0.367,0.112,229384.68,0,32,675
413219.39,1.077,0.387,0.11,396890.24,0,26,691
502873.63,0.915,0.297,0.152,125263.67,0,31,692
567347.11,0.963,0.321,0.073,382721.65,0,31,676
716240.48,0.972,0.403,0.079,192390.89,0,30,712
363096.94,0.983,0.313,0.0,369851.82,0,17,693
631070.68,0.913,0.347,0.121,441814.29,0,32,667
537351.18,1.102,0.382,0.104,428793.81,0,9,606
790351.88,1.078,0.376,0.056,892485.15,0,7,597
643994.04,1.09,0.365,0.093,478232.4,0,12,692
645948.69,0.822,0.225,0.128,343912.05,0,23,630
177020.44,1.026,0.308,0.134,176277.07,0,34,719
373547.01,0.977,0.207,0.049,321280.81,0,18,727
770886.46,1.092,0.437,0.125,336851.19,0,29,694
684195.96,0.97,0.346,0.135,239297.2,0,11,672
483105.08,1.108,0.338,0.083,328023.56,0,22,724
452042.62,1.039,0.403,0.06,317709.39,0,18,663
404256.2,0.862,0.359,0.09,471099.62,0,16,751
489318.75,0.892,0.343,0.116,461284.89,0,14,703
553380.65,1.067,0.294,0.063,366946.48,0,28,746
455022.64,1.023,0.444,0.163,211240.62,0,9,635
559652.06,0.909,0.426,0.078,261938.24,0,25,727
926970.22,0.902,0.334,0.038,359390.5,0,7,610
1049330.72,0.928,0.33,0.058,899323.83,0,14,712
561428.61,0.849,0.321,0.0,129036.63,0,15,716
328727.21,0.832,0.4,0.072,205380.46,0,26,689
757226.07,0.945,0.361,0.048,158626.47,0,16,754
459060.73,0.991,0.26,0.071,523032.4,0,20,635
774102.57,1.103,0.409,0.133,893899.12,0,9,656
313736.84,0.919,0.266,0.127,195822.95,1,7,525
405616.05,1.135,0.326,0.135,373984.24,1,35,711
332774.77,0.814,0.352,0.092,84452.54,0,32,686
600230.07,1.184,0.303,0.034,275020.04,0,28,774
730783.2,1.011,0.276,0.047,582318.39,0,36,716
655083.19,0.947,0.324,0.015,350082.59,0,31,724
533618.89,1.156,0.283,0.095,490043.19,0,27,769
409647.97,0.829,0.388,0.135,240218.18,0,18,667
447315.72,1.015,0.427,0.059,263695.93,0,23,733
990538.75,0.862,0.347,0.12,1149442.37,0,33,683
695885.44,1.167,0.389,0.149,456764.44,0,29,619
1049161.73,1.072,0.412,0.184,311829.9,0,11,613
291843.53,0.883,0.361,0.123,327959.83,0,19,741
453796.2,1.141,0.331,0.167,366240.22,0,20,748
315266.45,0.946,0.308,0.085,316938.73,1,15,684
356986.64,1.064,0.35,0.143,262621.53,0,33,686
850367.92,0.857,0.373,0.035,468043.34,0,24,726
490956.96,0.991,0.438,0.111,350272.13,0,25,777
683052.12,1.17,0.451,0.135,175024.33,0,8,658
651518.53,1.125,0.447,0.108,187047.52,0,9,662
520549.49,0.983,0.32,0.102,373584.76,0,29,684
410188.26,1.111,0.368,0.195,288716.26,0,9,617
277403.32,0.958,0.386,0.121,143625.35,0,14,693
728735.52,1.138,0.357,0.164,178125.01,0,22,681
362278.63,0.837,0.354,0.192,345508.82,0,29,687
386670.62,0.842,0.404,0.081,399058.0,0,25,725
642478.61,1.189,0.425,0.034,405031.9,0,22,687
326214.94,0.83,0.313,0.067,170388.18,0,29,725
451833.02,0.856,0.317,0.141,209869.74,0,13,698
422312.41,0.915,0.357,0.093,422890.91,0,24,703
410936.48,1.049,0.293,0.035,132381.8,0,20,742
609011.2,0.828,0.322,0.12,459688.86,0,31,716
577311.93,1.161,0.314,0.069,478002.21,0,21,672
389776.75,1.062,0.311,0.157,246913.33,0,7,658
222302.77,1.136,0.391,0.16,171525.2,0,19,698
351548.5,0.997,0.387,0.11,390965.46,0,27,686
427646.7,1.092,0.323,0.087,130669.57,0,36,730
460135.4,0.882,0.394,0.048,165743.48,0,33,744
478443.94,1.116,0.411,0.067,191038.62,0,14,744
792948.28,1.078,0.3,0.211,444116.48,0,25,672
649215.47,1.045,0.314,0.166,798312.38,0,32,643
460284.36,1.151,0.239,0.0,296147.46,0,26,752
408980.98,1.051,0.409,0.093,383263.47,0,13,723
1035191.9,1.053,0.432,0.17,649259.08,0,19,750
815163.43,0.855,0.328,0.111,624855.15,0,33,728
742328.67,1.034,0.363,0.027,342176.45,0,8,639
553263.31,0.845,0.321,0.074,293452.08,0,14,736
748801.47,1.178,0.425,0.124,254578.53,0,15,700
399689.53,0.922,0.356,0.116,166935.8,0,8,661
303836.21,1.082,0.357,0.056,335559.12,0,29,721
510068.43,0.808,0.367,0.1,258047.6,0,35,712
382300.74,0.999,0.297,0.053,402334.7,0,9,598
475100.6,1.162,0.384,0.049,149954.98,0,21,696
768058.75,0.876,0.343,0.163,489561.32,0,24,728
915287.88,0.921,0.345,0.055,470546.29,0,7,633
608561.43,1.091,0.26,0.015,589333.35,0,34,728
514370.17,1.029,0.351,0.046,295985.01,0,17,700
407809.75,0.978,0.38,0.095,350128.17,0,22,781
388661.03,1.147,0.284,0.131,262775.79,0,17,736
193482.85,1.154,0.294,0.099,159941.65,0,15,692
495967.05,0.815,0.307,0.006,447575.74,0,9,651
912007.26,0.894,0.348,0.17,220132.95,0,21,736
629103.32,0.882,0.359,0.103,514397.38,0,6,567
574701.72,1.106,0.456,0.093,154319.14,0,20,704
874099.1,1.013,0.331,0.12,1115399.47,0,19,752
658963.4,1.016,0.427,0.142,719222.66,0,32,740
430947.01,0.807,0.328,0.214,536655.68,0,30,710
609528.89,0.841,0.349,0.122,646852.03,0,6,667
427957.98,0.996,0.398,0.072,259128.42,0,28,732
616595.06,1.103,0.414,0.105,220644.77,0,13,732
387421.48,1.099,0.292,0.116,383058.66,0,22,694
709565.12,1.188,0.371,0.094,599135.96,0,18,702
732684.49,0.986,0.413,0.14,161728.47,1,17,616
571629.43,0.944,0.377,0.085,244501.91,0,12,686
646129.07,1.093,0.247,0.072,292550.07,0,18,686
1028230.85,0.955,0.326,0.107,331328.16,0,20,740
498799.24,0.808,0.371,0.138,447553.93,1,17,671
408745.38,1.152,0.403,0.004,392532.42,0,6,625
512149.51,0.822,0.33,0.098,640880.59,0,19,715
828615.18,0.899,0.399,0.057,372687.45,0,14,707
631281.51,0.865,0.392,0.152,341714.9,0,10,591
648549.54,0.937,0.355,0.201,675002.63,0,33,683
258692.48,1.141,0.344,0.086,275197.57,0,21,759
643495.81,1.0,0.345,0.18,455387.58,0,32,703
801346.0,0.961,0.369,0.081,551626.38,0,10,629
659703.79,0.817,0.298,0.099,182829.19,0,21,663
306008.69,0.93,0.217,0.088,265302.29,0,33,736
721848.29,1.119,0.391,0.206,658906.25,0,6,607
588032.33,0.971,0.301,0.109,124928.33,0,22,697
329409.75,0.958,0.399,0.183,396740.82,0,7,641
517216.03,1.118,0.291,0.056,193949.7,1,23,628
403703.16,1.072,0.281,0.055,216902.35,0,23,717
864624.09,0.996,0.339,0.152,583157.63,0,19,722
961704.91,1.16,0.242,0.037,941400.9,0,21,737
828673.78,1.094,0.357,0.061,506213.82,0,24,774
440053.0,1.01,0.349,0.091,314055.91,0,29,776
513499.38,1.078,0.352,0.109,370822.18,0,9,631
1010463.52,0.958,0.344,0.174,414146.42,0,14,727
548105.37,1.129,0.321,0.138,186854.47,0,36,744
487761.92,1.095,0.336,0.156,200624.4,0,25,718
861453.34,0.976,0.397,0.142,740115.29,0,10,618
725879.15,1.068,0.31,0.225,396239.19,0,23,717
643872.26,1.158,0.266,0.058,176175.6,0,28,680
721516.81,0.913,0.287,0.114,194182.82,0,33,744
829922.79,1.184,0.398,0.073,362771.39,1,24,660
692475.8,1.192,0.353,0.109,255184.4,0,6,620
770333.12,0.862,0.312,0.06,446862.56,0,21,693
584721.75,1.093,0.453,0.102,742918.46,0,31,714
270710.05,0.958,0.31,0.072,121551.46,0,35,737
516019.81,1.039,0.35,0.107,469779.36,1,15,702
612512.4,1.039,0.373,0.206,559090.24,0,15,653
283620.24,0.891,0.36,0.082,297580.23,0,18,711
627948.05,1.105,0.375,0.155,379165.85,1,25,645
617071.48,0.934,0.359,0.0,459266.84,0,12,683
435454.16,0.854,0.317,0.183,549027.76,0,35,750
510123.98,1.127,0.43,0.135,368277.34,0,20,747
301040.65,0.868,0.359,0.098,315623.41,0,22,737
752525.84,1.061,0.471,0.154,412439.71,0,30,751
791581.45,0.838,0.323,0.1,539304.65,0,33,709
531286.43,0.916,0.31,0.119,353199.5,0,13,689
640383.17,1.047,0.397,0.13,648447.26,0,24,665
463485.06,1.167,0.406,0.093,343975.63,0,14,686
612808.57,1.071,0.385,0.08,773977.78,0,32,706
685154.03,1.145,0.381,0.2,715789.08,0,33,721
283780.29,0.98,0.296,0.135,338295.09,0,10,647
510609.67,1.086,0.334,0.12,293732.64,0,28,745
548087.32,1.056,0.364,0.055,608556.86,0,28,722
863680.66,0.893,0.278,0.061,949187.83,0,15,732
689715.73,0.83,0.341,0.076,438294.19,0,28,695
278704.64,1.088,0.233,0.082,125810.59,0,31,639
854420.0,0.88,0.287,0.046,782478.21,0,34,708
551697.34,1.006,0.353,0.147,419076.26,0,29,685
967642.91,0.859,0.452,0.117,984636.74,0,30,732
402910.86,0.936,0.307,0.088,270992.96,0,15,693
561416.42,1.1,0.354,0.066,287766.83,1,35,674
768848.46,1.139,0.298,0.104,181767.74,0,14,755
1015094.94,0.996,0.254,0.145,658887.69,0,7,676
296453.58,1.181,0.315,0.12,294117.93,0,31,719
290716.33,0.818,0.374,0.07,104098.54,1,33,675
961420.42,0.877,0.288,0.083,452369.12,0,10,582
377742.47,0.913,0.344,0.009,337300.69,0,17,636
457182.95,1.026,0.432,0.098,369580.23,0,27,730
834806.38,0.992,0.351,0.085,375004.58,0,21,724
267021.61,1.12,0.393,0.176,207897.13,0,35,721
363891.4,1.199,0.418,0.045,224176.52,0,17,683
374651.98,0.947,0.349,0.146,447704.12,0,16,696
326760.0,1.128,0.395,0.145,199088.02,0,18,711
816843.05,0.819,0.356,0.107,192504.39,1,35,680
960767.17,0.801,0.328,0.112,740024.13,0,19,706
942228.35,1.008,0.346,0.089,783783.11,0,30,665
943427.73,1.091,0.37,0.172,819556.75,1,28,678
311732.88,1.07,0.44,0.125,281764.66,1,6,588
595774.61,1.067,0.384,0.019,638497.36,0,25,722
199169.16,0.963,0.321,0.154,191385.47,0,23,722
474651.8,0.946,0.39,0.064,520638.6,0,21,686
520081.92,1.183,0.352,0.073,421382.97,0,11,689
764386.28,0.89,0.446,0.124,327919.11,1,14,677
1005379.12,1.091,0.35,0.096,1039999.59,0,27,674
501250.62,1.036,0.473,0.071,603283.71,0,30,742
956441.51,0.819,0.347,0.11,595864.46,0,25,711
989797.19,0.905,0.306,0.048,1038393.4,1,24,602
755396.6,0.908,0.288,0.101,226908.91,1,30,668
323806.72,1.172,0.32,0.084,257439.71,0,12,682
641846.5,0.82,0.345,0.016,335054.75,0,36,768
750897.27,0.876,0.408,0.125,561138.3,0,30,738
595231.82,0.858,0.407,0.112,632529.82,0,28,722
607441.04,1.086,0.331,0.243,617791.52,0,15,703
533916.65,0.871,0.381,0.091,342420.77,0,31,737
213626.09,1.127,0.316,0.154,120293.97,0,33,756
637674.51,1.184,0.264,0.107,697179.22,0,26,640
383399.51,0.898,0.43,0.089,225188.76,0,29,695
436597.77,0.971,0.276,0.097,169293.84,1,31,656
332989.34,1.065,0.283,0.069,360893.03,0,31,645
327520.17,1.097,0.25,0.044,416399.25,0,13,713
962377.87,1.022,0.27,0.1,812209.6,0,14,709
372798.94,1.106,0.397,0.107,359090.43,0,12,687
1048161.17,0.907,0.26,0.0,1002782.24,0,14,692
825827.31,0.907,0.34,0.035,516447.44,0,15,711
650543.42,0.965,0.334,0.077,146918.53,0,27,698
478187.29,1.164,0.275,0.055,171174.87,0,9,603
257051.54,0.904,0.423,0.125,240771.78,0,21,660
675579.77,0.819,0.363,0.03,627401.86,0,24,774
535169.24,0.978,0.344,0.147,338140.88,0,35,739
634176.55,0.93,0.318,0.131,207599.28,0,24,711
791360.4,1.114,0.276,0.069,367957.46,1,32,665
285134.52,1.059,0.362,0.101,119767.48,0,32,634
522715.73,1.066,0.415,0.08,439203.51,0,8,635
651372.61,1.151,0.367,0.104,444309.89,0,23,658
493866.14,0.851,0.316,0.135,614934.32,0,15,742
566399.09,1.106,0.373,0.119,304360.98,0,7,605
368278.22,1.062,0.369,0.194,236582.52,0,28,694
445121.13,1.078,0.377,0.106,127070.7,0,10,692
311249.18,1.148,0.272,0.129,263518.35,0,30,734
227055.39,1.114,0.386,0.07,255291.94,1,30,664
283924.27,1.109,0.349,0.008,355745.18,0,13,743
260816.69,0.966,0.352,0.028,176376.56,0,27,717
300460.65,0.882,0.361,0.219,167188.9,0,33,698
519474.02,0.899,0.336,0.152,596910.33,0,34,731
940066.42,0.946,0.334,0.142,714769.14,0,10,635
803567.79,0.894,0.357,0.145,531561.87,0,36,723
331709.46,1.046,0.29,0.072,174555.8,0,32,679
957159.88,0.876,0.338,0.128,896608.2,1,18,684
744488.52,1.145,0.355,0.044,729929.94,0,10,616
451559.63,1.145,0.355,0.06,234246.53,0,23,723
824892.62,1.097,0.267,0.14,444857.7,1,16,648
970907.42,1.074,0.374,0.13,868884.03,0,9,664
250894.53,1.102,0.297,0.107,77951.09,0,31,701
523209.42,1.096,0.34,0.163,394452.92,0,20,731
538750.01,1.094,0.416,0.164,440432.13,0,13,706
683157.94,1.08,0.311,0.116,453817.54,0,22,720
633124.93,1.114,0.343,0.13,837845.45,0,7,687
975196.07,0.866,0.322,0.098,1204671.44,0,13,741
616826.69,0.88,0.326,0.122,444519.0,0,27,691
443099.2,1.075,0.333,0.115,322994.71,0,32,748
865432.79,1.173,0.313,0.103,282130.09,0,26,773
173853.21,0.996,0.27,0.057,103087.67,0,31,722
449913.42,0.959,0.304,0.124,322029.77,0,9,577
1038945.71,0.842,0.272,0.239,961712.17,0,12,692
613214.92,0.972,0.316,0.163,331574.61,0,24,708
530754.25,0.873,0.431,0.094,165669.93,0,10,677
216707.07,1.057,0.394,0.067,277012.79,0,22,667
532300.19,0.933,0.379,0.068,313898.1,0,36,709
590032.3,1.166,0.361,0.109,681907.89,0,34,666
476867.14,0.852,0.341,0.092,583138.75,0,24,739
517553.05,0.829,0.311,0.12,407548.77,0,35,703
456713.5,1.193,0.262,0.095,261890.52,0,31,731
530580.83,0.983,0.41,0.101,396935.79,0,10,666
578438.03,0.831,0.432,0.107,649001.17,0,32,711
431953.34,0.963,0.365,0.064,354831.88,0,31,740
776031.16,0.861,0.25,0.068,340098.69,0,10,706
957263.66,0.976,0.282,0.098,812944.64,0,33,669
463444.91,1.131,0.379,0.132,304112.25,0,19,781
520040.92,1.035,0.325,0.118,311458.58,0,12,671
414720.45,0.837,0.403,0.128,326824.25,0,30,751
376758.01,1.004,0.342,0.155,246789.31,0,24,690
796365.6,0.895,0.393,0.156,687410.41,0,31,686
986604.23,1.143,0.355,0.132,759374.88,0,29,700
484802.89,1.0,0.333,0.129,342729.3,0,10,645
265346.89,1.009,0.361,0.117,209836.57,0,16,740
808483.86,1.082,0.287,0.108,980339.86,0,14,668
288808.63,1.032,0.297,0.026,275848.69,1,33,640
585402.05,1.009,0.351,0.097,442951.93,0,22,683
449197.98,1.018,0.32,0.084,333767.32,0,30,695
688873.79,1.192,0.385,0.067,417010.07,1,27,620
397587.68,1.082,0.374,0.116,344661.05,0,17,722
930582.29,0.893,0.353,0.114,536979.95,0,14,708
169856.06,1.037,0.346,0.131,69048.85,0,18,687
349717.55,0.909,0.423,0.062,77801.97,0,27,719
542755.7,0.844,0.414,0.156,401869.43,1,17,688
662572.17,1.076,0.347,0.1,576092.42,0,11,644
802812.25,1.001,0.42,0.072,722721.96,0,13,679
293119.05,0.95,0.412,0.109,217557.63,0,20,640
709903.42,1.029,0.286,0.112,767449.29,0,25,720
1010511.36,1.167,0.359,0.066,400361.78,0,34,733
294008.94,0.958,0.35,0.079,205803.2,1,23,641
631489.95,1.001,0.343,0.053,556458.14,0,25,697
731651.97,0.897,0.287,0.026,501108.84,0,19,658
593276.89,1.06,0.377,0.114,229165.32,0,34,703
741182.46,0.835,0.406,0.145,180405.13,1,30,646
585166.94,1.1,0.229,0.106,521484.84,0,11,603
575946.75,1.059,0.401,0.224,360030.95,0,11,637
395073.29,1.084,0.336,0.116,220700.22,0,10,622
985642.2,0.923,0.382,0.066,642266.23,1,21,633
210283.94,1.016,0.316,0.102,100215.31,0,22,734
594181.76,1.058,0.358,0.043,524479.3,0,27,766
271328.35,1.061,0.354,0.011,181752.43,0,18,762
550113.75,1.088,0.334,0.144,178557.62,0,33,676
402645.24,1.03,0.397,0.066,176939.7,1,11,596
460265.49,0.924,0.361,0.052,129604.19,0,24,747
797994.41,1.021,0.363,0.184,784227.74,0,26,731
489355.97,1.028,0.359,0.088,353652.55,0,23,699
956744.79,1.109,0.306,0.171,260437.47,0,33,722
554237.97,1.004,0.34,0.024,177770.06,0,30,668
656365.01,1.019,0.418,0.214,282289.17,0,31,680
347757.2,1.143,0.298,0.078,97195.18,0,34,711
454251.67,1.049,0.329,0.183,394178.98,0,31,732
555392.94,0.993,0.308,0.106,554821.58,0,11,652
514308.86,1.123,0.418,0.128,380459.62,0,12,719
977675.17,1.096,0.328,0.154,572688.11,0,32,759
566774.89,0.987,0.289,0.164,187601.0,0,13,745
402636.91,1.132,0.362,0.195,425440.27,0,36,646
599108.77,0.855,0.291,0.108,344073.09,0,16,775
519345.7,1.111,0.313,0.048,557930.96,0,34,754
615595.48,0.836,0.33,0.044,669229.06,0,27,741
574342.55,0.852,0.283,0.092,127491.06,0,14,767
827338.22,1.097,0.417,0.116,811902.65,0,13,687
975693.02,1.081,0.451,0.143,712412.93,0,8,603
560828.67,1.19,0.356,0.151,380999.23,0,13,715
575556.36,0.88,0.318,0.1,341924.82,1,26,686
463583.41,0.824,0.352,0.133,86588.68,0,22,730
293370.65,0.935,0.365,0.127,135775.14,0,33,698
729299.32,0.931,0.349,0.116,641874.26,0,36,686
509656.21,0.805,0.368,0.076,251875.11,0,31,714
746930.35,0.815,0.317,0.0,627638.12,0,11,653
693625.77,0.857,0.412,0.204,396016.81,0,22,679
402189.37,1.188,0.356,0.081,242642.02,0,19,758
641493.01,1.125,0.355,0.114,825155.72,0,6,666
998893.06,1.132,0.406,0.073,1028670.03,0,32,738
382525.69,1.058,0.463,0.093,297004.63,0,34,774
412893.92,0.948,0.357,0.053,461254.76,0,10,650
671740.63,0.908,0.273,0.107,555659.63,0,29,662
527152.08,1.132,0.361,0.055,479041.58,0,9,579
675530.53,0.841,0.382,0.073,587728.79,0,8,658
356398.99,1.194,0.341,0.216,147827.28,0,21,753
565820.2,0.963,0.284,0.032,190406.95,0,28,717
347463.94,1.112,0.444,0.146,206893.72,0,16,683
388658.39,0.937,0.284,0.109,188421.23,0,24,741
517999.55,1.158,0.324,0.106,105373.86,0,25,679
554916.08,0.927,0.483,0.065,277717.72,0,10,673
304321.94,1.046,0.4,0.071,244436.64,0,15,750
609422.09,0.976,0.265,0.084,204260.99,0,36,763
971491.96,1.176,0.369,0.11,1037399.19,0,29,706
598815.97,0.812,0.328,0.097,600862.82,1,13,703
634309.98,1.095,0.354,0.175,250382.48,0,22,783
438666.43,1.072,0.423,0.128,548489.18,0,14,682
438524.53,1.172,0.272,0.051,399836.49,0,35,755
731972.69,1.187,0.356,0.082,172849.26,1,26,668
536343.09,1.07,0.347,0.182,459151.57,0,18,725
585625.36,0.82,0.284,0.154,675284.42,0,26,756
597546.38,0.846,0.319,0.148,614426.24,0,28,729
640008.64,0.921,0.367,0.168,256880.96,0,34,698
558947.73,1.033,0.331,0.14,349333.63,1,27,693
686157.99,0.84,0.292,0.0,251834.43,0,21,695
608575.44,1.192,0.364,0.095,117627.93,0,19,698
334602.02,1.058,0.362,0.119,210527.7,0,27,743
796385.54,1.114,0.413,0.108,272837.72,1,23,657
476930.03,1.197,0.32,0.174,373627.9,0,33,676
817556.19,1.056,0.334,0.075,191585.32,0,23,705
568760.97,0.825,0.276,0.081,684632.91,1,24,641
